name,degree,address,tel
내곡동공영주차장,5.0,서울 서초구 청계산로9길 1-15,
하이파킹 무궁화 공영주차장,0.0,서울 서초구 서초대로54길 45,1688-1054
신세계센트럴시티 주차장,0.0,서울 서초구 신반포로 176,
신태양빌딩 주차장,5.0,서울 서초구 반포동 736-6,
휴먼타워 주차장,3.7,서울 서초구 잠원동 20-2,
AT센터 지하주차장,3.0,서울 서초구 강남대로 27,
서초래미안리더스원상가 주차장,1.0,서울 서초구 사임당로 158,
강남교보타워 주차장,0.0,서울 서초구 강남대로 465,
반포복개천노상공영주차장,2.5,서울 서초구 반포동 120-1,1899-5498
양지주차장,1.0,서울 서초구 서초동 1359-8,
서초이즈타워 주차장,0.0,서울 서초구 사임당로 178,
하이파킹 방배점 주차장,0.0,서울 서초구 방배동 1002,
임병주산동칼국수 주차장,0.0,서울 서초구 서초동 1365,
하이파킹 구룡공영주차장,0.0,서울 서초구 동산로19길 37,1688-1054
현주차장,0.0,서울 서초구 양재대로12길 25,
바바논현빌딩 주차장,0.0,서울 서초구 신반포로 339,
진동둔횟집 주차장,0.0,서울 서초구 강남대로91길 18,
서초삼성쉐르빌2 주차장,0.0,서울 서초구 강남대로53길 11,
영동농협하나로마트 본점 주차장,0.0,서울 서초구 동산로6길 3,
롯데마트 서초점 주차장,0.0,서울 서초구 서초대로38길 12,
윈드스톤오피스텔 주차장,0.0,서울 서초구 논현로 79,
강남유료주차장,5.0,서울 서초구 서초동 1307-6,
KM파크 서초구립언구비 공영주차장,0.0,서울 서초구 강남대로83길 55,
NC백화점 고속터미널점 1관 주차장,0.0,서울 서초구 잠원로 51,
유료주차장,5.0,서울 서초구 잠원동 38-24,
서초동제1유료주차장,0.0,서울 서초구 서초동 1552-23,
서울성모병원 지하주차장,0.0,서울 서초구 반포대로 222,
서초구립 반포2동반포외국인학교 공영주차장,0.0,서울 서초구 신반포로19길 23,
방배동 제2주차장,0.0,서울 서초구 방배로 226,
티롤관광호텔 노외주차장,0.0,서울 서초구 잠원동 18-9,
허브원빌딩 주차장,0.0,서울 서초구 서초대로48길 33,
건축사회관 주차장,0.0,서울 서초구 효령로 317,
농협하나로클럽 주차장,0.0,서울 서초구 청계산로 10,
구룡공원 공영주차장,4.0,서울 서초구 논현로5길 29,
서초문화예술회관 주차장,3.0,서울 서초구 강남대로 201,
양재역 롯데현장주차장,0.0,서울 서초구 서초동 1366-1,
김영모과자점 서초동성당점 주차장,0.0,서울 서초구 서초동 1635-1,
고속버스터미널 주차장3,0.0,서울 서초구 신반포로 176,
왕실주차장,0.0,서울 서초구 방배동 783-12,02-599-9866
삼경주차장,0.0,서울 서초구 효령로 279,
홍인빌딩 주차장,0.0,서울 서초구 사임당로 33,02-3487-0888
위너스마당 유료주차장,1.0,서울 서초구 방배동 1823,02-6401-5130
페이토플라자 주차장,0.0,서울 서초구 강남대로 563,
버드나무집 서초본점 주차장,0.0,서울 서초구 효령로 434,
GT대각빌딩 주차장,0.0,서울 서초구 서초대로78길 5,
유료민영주차장,0.0,서울 서초구 법원로 10,
정암빌딩 주차장,1.0,서울 서초구 서초중앙로 151,
더케이호텔서울 주차장,0.0,서울 서초구 바우뫼로12길 70,
태양민영주차장,0.0,서울 서초구 법원로1길 17,02-535-1609
영동주차장,0.0,서울 서초구 신반포로 194,
JW메리어트호텔서울 주차장,0.0,서울 서초구 신반포로 176,
양재한신휴플러스 주차장,1.0,서울 서초구 강남대로 224,
오륜유료주차장,3.0,서울 서초구 서초동 1451-57,
융성빌딩 주차장,0.0,서울 서초구 방배로 230-1,
서울중앙지방법원 주차장1,3.0,서울 서초구 서초중앙로 157,
담이주차장,0.0,서울 서초구 서초동 1600-2,
G유니온타워주차장,0.0,서울 서초구 서초대로 353,
크라운빌딩 주차장,0.0,서울 서초구 반포대로22길 104,
KI타워 주차장,0.0,서울 서초구 강남대로69길 8,
배나무골 양재본점 주차장,0.0,서울 서초구 양재동 241-2,
미우야 주차장,0.0,서울 서초구 양재동 116-5,
카페보아스 주차장,0.0,서울 서초구 양재천로 53,
제이프러스빌딩 주차장,0.0,서울 서초구 바우뫼로37길 18,02-573-1418
한성주차장,1.0,서울 서초구 서초대로48길 64,
현윤산업개발광명M클러스터,0.0,서울 서초구 반포대로28길 76-6,02-546-7616
그룹메가타워 주차장,0.0,서울 서초구 서초대로48길 101,
서초프라임요양병원 주차장,0.0,서울 서초구 방배천로2길 22,
남경개발산업 NK빌딩,0.0,서울 서초구 명달로 95,02-2608-1010
시큐어파킹 서초삼아제약 주차장,0.0,서울 서초구 서초동 1464-14,
래미안서초유니빌 주차장,3.0,서울 서초구 서초중앙로 26,
봉피양양재점 주차장,0.0,서울 서초구 강남대로 283,
청권사 주차장,0.0,서울 서초구 효령로 135,
나이스파크 반포주차장,0.0,서울 서초구 반포동 52-5,1522-0741
영동설렁탕 전용주차장,0.0,서울 서초구 강남대로101안길 24,
뉴코아아울렛강남점 주차장,1.0,서울 서초구 잠원로 69,
삼호주차장,0.0,서울 서초구 양재동 269-2,
신흥유료주차장,0.0,서울 서초구 서초동 1317,
흰물결아트센터 주차장,0.0,서울 서초구 반포대로 150,
방배1동주민센터 주차장,0.0,서울 서초구 효령로29길 43,
동익성봉빌딩 주차장,0.0,서울 서초구 서초대로 301,
하나은행 방배사옥 주차장,1.0,서울 서초구 방배로 137,
강남애니타워 주차장,0.0,서울 서초구 강남대로53길 7,
차이797 서래마을점 주차장,0.0,서울 서초구 동광로 78,
영광주차장,1.0,서울 서초구 양재동 6-35,02-3463-9803
오퍼스407 주차장,0.0,서울 서초구 강남대로 407,
반포쇼핑타운 5동 주차장,0.0,서울 서초구 잠원동 69-8,
하이파킹 W타워 주차장,0.0,서울 서초구 서초대로77길 54,
양정유료주차장,2.0,서울 서초구 사평대로56길 8,
백년옥 본관 주차장,0.0,서울 서초구 서초동 1450-6,
투썸플레이스내방역점 주차장,0.0,서울 서초구 방배동 874-9,
반포동 주차장,0.0,서울 서초구 반포동 737-17,
호텔아르누보서초 주차장,0.0,서울 서초구 서초대로 357,
하이파킹 마제스타시티 주차장,0.0,서울 서초구 서초대로38길 12,1688-1054
유료주차장,0.0,서울 서초구 남부순환로347길 21-7,
서초 어린이교통안전교육장 주차장,0.0,서울 서초구 양재동 126-3,
하이파킹 동산마을공영주차장,2.0,서울 서초구 강남대로8길 77,
제일주차장,0.0,서울 서초구 반포대로28길 20,
명보주차타워,0.0,서울 서초구 서초대로62길 13,02-583-9401
무한쌈밥집 주차장,0.0,서울 서초구 강남대로93길 23-10,
국제주차장,0.0,서울 서초구 서초동 1431-5,
도충빌딩,0.0,서울 서초구 강남대로 519,
방배빌딩 주차장,5.0,서울 서초구 명달로 9,
교대주차장,0.0,서울 서초구 서초대로46길 96,
고도일병원 별관 주차장,0.0,서울 서초구 사평대로57길 51,
오퓨런스 주차장,0.0,서울 서초구 서초대로 254,
동원하나주차장,5.0,서울 서초구 잠원동 8-5,010-6492-7774
서초면옥 본점 주차장,0.0,서울 서초구 방배동 797-19,
래미안신반포팰리스 상가주차장,0.0,서울 서초구 잠원동 57-20,
서초평화빌딩 주차장,0.0,서울 서초구 반포대로 22,
반포천 주차장,0.0,서울 서초구 사평대로 205,
진석빌딩 주차장,0.0,서울 서초구 반포대로 63,
하이파킹 지웰홈스교대점,1.0,서울 서초구 반포대로28길 94,
소백산 양재별관 주차장,0.0,서울 서초구 양재동 346,
주차빌딩,0.0,서울 서초구 사임당로 58,
AJ파크 방배점,0.0,서울 서초구 방배동 1002,
덕암주차장,1.0,서울 서초구 서초동 1457-3,
더케이호텔서울 주차장2,0.0,서울 서초구 바우뫼로12길 70,
풍천가 서초점 주차장,0.0,서울 서초구 강남대로4길 4,
더레인지골프연습장 주차장,0.0,서울 서초구 강남대로 545-9,
신라스테이 서초 주차장,0.0,서울 서초구 효령로 427,
양재리본타워1단지 주차장,0.0,서울 서초구 양재동 102,
에이플러스에셋타워 주차장,0.0,서울 서초구 강남대로 369,
하이파킹 반포동방음언덕형 공영주차장,5.0,서울 서초구 주흥3길 34,1688-1054
KM파크 방배동 제2주차장,1.0,서울 서초구 방배로 226,
카카오T 반포동 주차장,0.0,서울 서초구 반포동 737-17,
소들녘 서초점 주차장,0.0,서울 서초구 효령로 232,
언남문화체육센터 주차장,3.0,서울 서초구 동산로13길 35,
KM파크 서초현대 제2주차장,0.0,서울 서초구 서초대로46길 24,
서초주차장,0.0,서울 서초구 서초동 1673-3,010-8962-7572
민영주차장,1.0,서울 서초구 양재동 351,
KM파크 서초동 제1주차장,0.0,서울 서초구 서초동 1552-23,
강남역 주차장,5.0,서울 서초구 서초대로70길 25,
영진주차장,0.0,서울 서초구 언남16길 7,
이마트에브리데이 남부터미널점 주차장,1.0,서울 서초구 서초동 1443-17,
장꼬방묵은김치찌개전문 주차장,0.0,서울 서초구 서초동 1438-8,
잠원주차장,0.0,서울 서초구 잠원동 14-1,
투루파킹 파크빌딩 주차장,0.0,서울 서초구 반포대로27길 16,1688-1054
동구유료주차장,0.0,서울 서초구 법원로2길 20,
서리풀유료주차장,1.0,서울 서초구 서초동 1451-53,
우면산버드나무집 주차장,0.0,서울 서초구 서초동 1425-14,
라포르테블랑 서현,0.0,서울 서초구 서초대로34가길 6,
한소반 청계산점 주차장,0.0,서울 서초구 신원동 192-82,
동아유료주차장,0.0,서울 서초구 서초동 1327-5,
일미리성형외과 주차장,0.0,서울 서초구 서초대로77길 55,
서초빌딩 주차장,0.0,서울 서초구 서초중앙로22길 107,
대승유료주차장,0.0,서울 서초구 서초동 1443-9,
화물터미널주차장,0.0,서울 서초구 양재대로12길 25,02-573-1414
영천빌딩 주차장,0.0,서울 서초구 양재동 11-56,
에덴주차장,0.0,서울 서초구 서초동 1460-3,
인덕원비빔국수 주차장,0.0,서울 서초구 남부순환로 2656,
잠원한강공원 1주차장,0.0,서울 서초구 잠원동 121,
유진빌딩 유료주차장,0.0,서울 서초구 남부순환로347길 23,
윈드스톤호피스텔 관리단,0.0,서울 서초구 논현로 79,
AT화훼공판장 주차장,0.0,서울 서초구 강남대로 27,
소나무집 주차장,0.0,서울 서초구 우면동 604-5,
우진빌딩 주차장,0.0,서울 서초구 반포동 706,
지하주차장,5.0,서울 서초구 내곡동 1-1491,
크래버대게나라 서초점 주차장,0.0,서울 서초구 서초동 1439-1,
대법원 주차장1,1.7,서울 서초구 반포대로 157,
법제교육센터 주차장,0.0,서울 서초구 동산로15길 23,
서초평화빌딩 주차타워,0.0,서울 서초구 반포대로 22,
칠보빌딩 주차장,0.0,서울 서초구 법원로2길 21,
가락빌딩 주차장,0.0,서울 서초구 서초대로 405,
고속버스터미널 주차장6,0.0,서울 서초구 신반포로 162,
서래센터빌딩 주차장,2.0,서울 서초구 서래로 32,
동달식당 강남본점 주차장,0.0,서울 서초구 서초동 1322-13,
하이파킹 구룡공원공영주차장,0.0,서울 서초구 논현로5길 29,1688-1054
대나무골 주차장,0.0,서울 서초구 법원로3길 15,
노외주차장,0.0,서울 서초구 강남대로 541,
운봉주차장,0.0,서울 서초구 마방로4길 15-25,
나이스파크 방배 센트럴빌딩 주차장,0.0,서울 서초구 방배로 83,
프린스효령빌딩 주차장,0.0,서울 서초구 효령로34길 4,
반도유료주차장,0.0,서울 서초구 남부순환로347길 28,
카카오T 서초현대 제1주차장,0.0,서울 서초구 서초대로46길 24,
삼성생명서초타워 주차장,0.0,서울 서초구 서초대로74길 4,
한신공영빌딩 주차장,0.0,서울 서초구 잠원동 65-32,
블루원빌딩 주차장,0.0,서울 서초구 서초중앙로 156,
서운빌딩 주차장,0.0,서울 서초구 서초중앙로 83,
노브랜드 서울서초G5점 주차장,0.0,서울 서초구 서초중앙로24길 27,
반포쇼핑타운6동 주차장,0.0,서울 서초구 잠원동 69-13,
현대유료주차장,0.0,서울 서초구 강남대로6길 36-11,
국민건강보험공단 민영주차장,0.0,서울 서초구 서초동 1449-1,
강남태영데시앙루브 주차장,0.0,서울 서초구 강남대로 455,
반포써밋아파트 주차장,0.0,서울 서초구 고무래로 89,
카카오T 서초동 제1주차장,0.0,서울 서초구 서초동 1552-23,
논현 민영 주차장,0.0,서울 서초구 잠원동 38-24,
하이웨이마트 방배점 주차장,0.0,서울 서초구 방배동 937-1,
반포자이프라자 주차장,0.0,서울 서초구 잠원로 24,
나이스파크 엔비티빌딩 주차장,0.0,서울 서초구 사임당로 52,
아크로타워 주차장,0.0,서울 서초구 방배로13길 18,
LG전자 양재 R&D 캠퍼스 주차장1,0.0,서울 서초구 바우뫼로 38,
오발탄 서초점 주차장,0.0,서울 서초구 서초동 1720-1,
서울성모병원 별관주차장,5.0,서울 서초구 반포대로 222,
석정빌딩 주차장,0.0,서울 서초구 서초동 1544-3,
삼풍주차장,0.0,서울 서초구 서초중앙로26길 13,
삼호주차장,1.0,서울 서초구 방배동 795-3,
서울교육대학교 주차장1,0.0,서울 서초구 서초중앙로 96,
톰볼라 서래점 주차장,0.0,서울 서초구 서래로7길 16,
나이스파크 정곡빌딩 법원주차장,0.0,서울 서초구 서초동 1704-1,1522-0741
한솔빌딩 주차장,0.0,서울 서초구 서초중앙로 48,
만발 주차장,0.0,서울 서초구 서초대로29길 32,
서초민영주차장,0.0,서울 서초구 강남대로43길 6,070-8982-7423
청권사나대지 주차장,0.0,서울 서초구 효령로 135,
투썸플레이스 서초유니온타워점 주차장,0.0,서울 서초구 서초동 1688-5,
서울중앙지방검찰청 주차장3,1.0,서울 서초구 서초동 1721-10,
대솔빌딩 주차장,0.0,서울 서초구 사평대로55길 126,
주차장,0.0,서울 서초구 방배로 131,
무지개쇼핑센타 주차장,0.0,서울 서초구 사임당로 151,
송남빌딩 주차장,0.0,서울 서초구 서초동 1358-7,
스포타임 주차장,0.0,서울 서초구 강남대로 213,
더 에셋 주차장,0.0,서울 서초구 서초대로74길 14,
캐틀앤비 양재천점 주차장,0.0,서울 서초구 양재천로 131,
서초레몬 주차장,0.0,서울 서초구 서초중앙로 45,
KB국민은행 주차장,0.0,서울 서초구 잠원동 21-4,
페리지홀앤갤러리 주차장,0.0,서울 서초구 반포대로 18,
LG전자기술원 주차장2,0.0,서울 서초구 바우뫼로 38,
나이스파크 한승빌딩 주차장,0.0,서울 서초구 방배로 166,
투루파킹 강남빌딩 주차장,0.0,서울 서초구 서초대로 396,1688-1054
로얄타워 주차장,0.0,서울 서초구 서초중앙로 43,
서초크로바타워 주차장,0.0,서울 서초구 서초대로 347,
하오차이 주차장,0.0,서울 서초구 서초동 1459-8,
양재주차장,0.0,서울 서초구 양재동 328-7,
대진빌주차장,1.0,서울 서초구 서초동 1574-6,
메가스터디 주차장,0.0,서울 서초구 효령로 321,
서초1동우체국 주차장,0.0,서울 서초구 효령로60길 13,
우남빌딩 주차장,0.0,서울 서초구 강남대로 349,
미래앤 주차장,0.0,서울 서초구 잠원동 41-10,
내곡드림시티2차 주차장,0.0,서울 서초구 청계산로 189,
서초프라비다 주차장,0.0,서울 서초구 서초중앙로 65,
삼호복집 서초점 주차장,0.0,서울 서초구 서초동 1338-10,
핑크장모텔 주차장,0.0,서울 서초구 잠원동 14-16,
새순주차장,0.0,서울 서초구 방배중앙로 106,
중추빌딩 주차장,0.0,서울 서초구 서초대로55길 17,
파스텔프라자 주차장,0.0,서울 서초구 신반포로33길 23,
원주추어탕 주차장,0.0,서울 서초구 양재동 352-3,
브라움홀 주차장,0.0,서울 서초구 명달로 30,
아마노 한화생명서초사옥 주차장,0.0,서울 서초구 강남대로 311,
대원빌딩 주차장,0.0,서울 서초구 강남대로 437,
신일해피트리앤 주차장,0.0,서울 서초구 청계산로 207,
호영빌딩 주차장,0.0,서울 서초구 강남대로95길 19-4,
하나은행 주차장,0.0,서울 서초구 강남대로 587,
리가스퀘어 주차장,0.0,서울 서초구 서초대로73길 42,
십장생주차장,0.0,서울 서초구 강남대로89길 18,
이노메싸 주차장,0.0,서울 서초구 양재천로 127,
서리플크렘 주차장,0.0,서울 서초구 명달로26길 38,
카카오T HJ타워 주차장,0.0,서울 서초구 남부순환로339길 60,
도우룸 주차장,0.0,서울 서초구 동광로 99,
신사주차장,0.0,서울 서초구 잠원동 13-7,
낙원주차장,0.0,서울 서초구 서초중앙로8길 109,02-3487-1116
나이스파크 LG베스트샵 서초본점 주차장,0.0,서울 서초구 반포대로 33,
도일빌딩 주차장,0.0,서울 서초구 서초동 1695-21,
삼전빌딩 주차장,0.0,서울 서초구 반포동 707-5,
K타워 주차장,3.0,서울 서초구 강남대로 621,
한국예술종합학교 서초동캠퍼스 주차장,0.0,서울 서초구 서초동 1753,
한빛사우나주차장,0.0,서울 서초구 사임당로19길 104,
장학재단빌딩 주차장,0.0,서울 서초구 서초중앙로 199,
나이스파크 서초동 파커스사옥 주차장,0.0,서울 서초구 남부순환로 2561,
디엠타워3관 주차장,0.0,서울 서초구 방배로 107,
유채주차장,0.0,서울 서초구 양재동 315-3,
서초우정빌딩 주차장,0.0,서울 서초구 서초중앙로18길 17,
외교타운 주차장,0.0,서울 서초구 남부순환로 2558,
케이엠파크 반포2동공영주차장,0.0,서울 서초구 반포동 5-1,
Ih대주피오레아파트 주차장,0.0,서울 서초구 강남대로95길 56,
스피드주차장,0.0,서울 서초구 남부순환로358길 40,
래미안퍼스티지아파트 지하주차장,5.0,서울 서초구 반포대로 275,
준영빌딩 주차장,0.0,서울 서초구 서초중앙로 36,
원유료주차장,0.0,서울 서초구 양재동 331-4,
성민주차빌딩,0.0,서울 서초구 효령로26길 9-9,
효봉빌딩 주차장,0.0,서울 서초구 강남대로65길 1,
GS건설 서초타워 주차장,0.0,서울 서초구 남부순환로 2477,
카카오T 양재근린공원 주차장,0.0,서울 서초구 양재동 244-2,
국립국악원 주차장3,0.0,서울 서초구 남부순환로 2364,
KT연구개발센터 주차장,0.0,서울 서초구 태봉로 151,
카카오T 청권사나대지 주차장,0.0,서울 서초구 방배동 185-3,
구룡주차장,0.0,서울 서초구 동산로15길 23,
어반포트 서초꽃마을주얼리 주차장,1.0,서울 서초구 반포대로27길 13,
뚝섬유수지 공영주차장,5.0,서울 성동구 성수동1가 685-63,
응봉산 암벽공원 주차장,0.0,서울 성동구 응봉동 269-4,
성수문화예술마당 임시공영주차장,3.0,서울 성동구 성수동1가 683,02-2204-7970
옥수역 공영주차장,3.0,서울 성동구 옥수동 401-1,02-2648-8292
용답동공영주차장,3.0,서울 성동구 용답29길 22,
응봉역 공영주차장,5.0,서울 성동구 응봉동 3-11,
옥수유수지 공영주차장,0.0,서울 성동구 옥수동 77-3,
한양대학교병원 장례식장 주차장,0.0,서울 성동구 사근동 110,
소문난성수감자탕 주차장,0.0,서울 성동구 연무장7길 4,
갤러리아포레 주차장,1.0,서울 성동구 서울숲2길 32-14,
금호초등학교 공영주차장,4.5,서울 성동구 무수막길 69,
한양대학교 동문회관 주차장,1.0,서울 성동구 왕십리로 222,
누디트 서울숲 주차장,0.0,서울 성동구 아차산로 6,
대현산배수지 공영주차장,2.0,서울 성동구 금호동1가 103,
D타워 서울포레스트 주차장,0.0,서울 성동구 왕십리로 83-21,
응봉동공영주차장,0.0,서울 성동구 독서당로63길 40,
성수역SKV1타워 주차장,2.5,서울 성동구 연무장5가길 25,
장한동자동차시장 가동 노상공영주차장,0.0,서울 성동구 용답동 239-3,
래미안옥수리버젠아파트상가 주차장,0.0,서울 성동구 독서당로 223,
진모빌리티성수동 주차장,1.0,서울 성동구 서울숲길 41,
하왕십리 공영주차장,3.0,서울 성동구 무학봉길 48,02-2204-7970
헤이그라운드 서울숲 주차장,0.0,서울 성동구 성수동1가 656-75,
서울숲비즈포레주차장,0.0,서울 성동구 왕십리로10길 6,
장한평자동차시장 나동 노상공영주차장,0.0,서울 성동구 용답동 239-6,
대도주차장,0.0,서울 성동구 독서당로 302,
성수대교참사희생자위령탑 주차장,5.0,서울 성동구 성수동1가 685-718,
용답어울림공영주차장,0.0,서울 성동구 용답동 53-5,
서울숲드림타워 주차장,1.0,서울 성동구 성수이로 66,
금호스타 주차장 24시,0.0,서울 성동구 금호동4가 1551,02-795-4300
블루스톤타워 주차장,0.0,서울 성동구 연무장5길 9-16,
금호두산종합상가 주차장,0.0,서울 성동구 금호동3가 1331,
노벨빌딩 주차장,0.0,서울 성동구 왕십리로 88,
아크로서울포레스트아파트 주차장,0.0,서울 성동구 왕십리로 83-21,
센트라스153타워 주차장,0.0,서울 성동구 왕십리로 410,
Tmap주차 갤러리아포레더몰 주차장,0.0,서울 성동구 서울숲2길 32-14,
서울숲IT밸리 주차장,0.0,서울 성동구 성수일로 77,
롯데마트 행당역점 주차장,0.0,서울 성동구 행당로 84,
서울숲코오롱디지털타워2차 주차장,0.0,서울 성동구 성수이로7길 27,
노벨빌딩 24시유료무인주차장,0.0,서울 성동구 성수동1가 656-950,
HS주차장,0.0,서울 성동구 성수동1가 656-452,
장한평자동차시장 노상공영주차장,0.0,서울 성동구 용답동 225-8,
서울새활용플라자 주차장,0.0,서울 성동구 자동차시장길 49,
서울숲IT캐슬 주차장,0.0,서울 성동구 광나루로 130,
성수문화복지회관 주차장,1.0,서울 성동구 뚝섬로1길 43,
로터리주차장,0.0,서울 성동구 금호동1가 123-2,
에피소드성수101 주차장,0.0,서울 성동구 뚝섬로 341,
한양대학교병원 제1주차동,3.0,서울 성동구 왕십리로 222-1,
성수 주차장,5.0,서울 성동구 성수동1가 67-2,
금호주차장,0.0,서울 성동구 무수막18길 10,02-2235-1410
한양대학교 한양종합기술원 지하주차장,0.0,서울 성동구 왕십리로 222,
서울숲에이원센터 주차장,0.0,서울 성동구 성수동1가 13-209,
한양대학교 서울캠퍼스 대운동장 지하주차장,0.0,서울 성동구 왕십리로 222,
Tmap주차 경진주차장,0.0,서울 성동구 왕십리로 331,
옥수파크힐스상가 주차장,5.0,서울 성동구 매봉길 50,
성수더스페이스타워 지식산업센터 주차장,0.0,서울 성동구 광나루로 144,
성수쌍용아파트상가 주차장,0.0,서울 성동구 상원길 63,
우영테크노센터 주차장,0.0,서울 성동구 아차산로 144,
응봉근린공원 주차장,0.0,서울 성동구 금호산15길 15,
성수아트홀 주차장,0.0,서울 성동구 뚝섬로1길 43,
성수빌딩 주차장,0.0,서울 성동구 아차산로 143,
레몬프라자 주차장,0.0,서울 성동구 행당동 140,
금호스포츠센터 주차장,0.0,서울 성동구 금호동4가 56,
SOL빌딩 주차장,0.0,서울 성동구 상원1길 25,
나이스파크 YG포레스트 주차장,0.0,서울 성동구 왕십리로8길 6,
한남더리버 주차장,0.0,서울 성동구 독서당로 166,
영창디지털타워 주차장,0.0,서울 성동구 뚝섬로1길 63,
코너25 주차장,0.0,서울 성동구 성수일로1길 1,
KD타워 주차장,0.0,서울 성동구 왕십리로 125,
주차장,0.0,서울 성동구 광나루로 222,
무학빌딩 주차장,0.0,서울 성동구 고산자로 202,
에피소드성수121 주차장,0.0,서울 성동구 뚝섬로3길 22,
대림종합상가 주차장,0.0,서울 성동구 독서당로 434,
동우 주차장,0.0,서울 성동구 행당동 32-1,
옥수동성당 주차장,0.0,서울 성동구 독서당로 207,
주차장,0.0,서울 성동구 장터1가길 25,
서울숲SKV1타워 주차장,0.0,서울 성동구 성수일로8길 5,
아마노 코너19 주차장,0.0,서울 성동구 연무장5길 14,
성동안심상가빌딩 주차장,0.0,서울 성동구 성수일로12길 20,
서울숲M타워 주차장,0.0,서울 성동구 뚝섬로1길 31,
서울숲더샵상가 주차장,0.0,서울 성동구 왕십리로 241,
코오롱디지털타워3차 주차장,0.0,서울 성동구 아차산로 49,
Tmap주차 에피소드1 주차장,0.0,서울 성동구 뚝섬로 341,
센트라스아파트 2주차장,0.0,서울 성동구 왕십리로 410,
신성,0.0,서울 성동구 독서당로46길 17,031-932-2821
투루파킹 옥수어울림더리버점,0.0,서울 성동구 독서당로40길 39,1688-1054
JS빌딩 주차장,0.0,서울 성동구 자동차시장1길 85,
금호스타주차장,0.0,서울 성동구 금호동4가 1551,
서울숲 ITCT 주차장,0.0,서울 성동구 성수일로 10,
아연디지털타워 주차장,0.0,서울 성동구 성수일로6길 33,
킹 주차장,0.0,서울 성동구 성수동2가 778-2,
브라더오피스탤 주차장,0.0,서울 성동구 자동차시장1길 73,
한양여자대학교 주차장,0.0,"서울 성동구 살곶이길 200 한양여자대학교 본관 지하2,3층",
신금호파크자이아파트 상가주차장,0.0,서울 성동구 금호로 173,
서울메트로 인재개발원 주차장,0.0,서울 성동구 용답동 223-5,
카카오 T 신한은행 화양지점 주차장,0.0,서울 성동구 아차산로13길 54,
원각개발,0.0,서울 성동구 아차산로7길 28,02-462-0127
북성수주차장,5.0,서울 성동구 성수동2가 299-125,02-1588-5783
유니온부페주차장,0.0,서울 성동구 연무장5가길 21,
투루파킹 옥수리버젠상가점 주차장,0.0,서울 성동구 독서당로 223,1688-1054
극동종합상가 주차장,0.0,서울 성동구 옥수동 428,
팩토리얼 성수 주차장,0.0,서울 성동구 연무장7길 13,
서울메트로 주차장,0.0,서울 성동구 옥수동 401-1,
메타모르프 주차장,0.0,서울 성동구 성수일로 89,
센트라스 상가동 주차장,0.0,서울 성동구 왕십리로 410,
천유가 주차장,0.0,서울 성동구 무학봉15다길 13,
두평인베스트먼트,0.0,서울 성동구 상원길 26,
카서울닷컴 주차장,0.0,서울 성동구 자동차시장1길 96,
AK&서울숲 주차장,0.0,서울 성동구 성수일로 99,
나이스파크 서울숲리버뷰자이상가 주차장,0.0,서울 성동구 고산자로2길 67,
행당두산위브상가 주차장,0.0,서울 성동구 행당동 375-2,
카카오T 메가박스 성수점 주차장,0.0,서울 성동구 왕십리로 50,
우리W타워 주차장,1.0,서울 성동구 아차산로15길 19,
CM주차장,1.0,서울 성동구 자동차시장1길 38,02-2217-0755
매크로통상,0.0,서울 성동구 광나루로 176,02-6300-2560
대우주차장,0.0,서울 성동구 자동차시장1길 44,
달07애비뉴빌딩 주차장,0.0,서울 성동구 독서당로 202,
한진노변상가 주차장,0.0,서울 성동구 행당로 82,
금호연풍교회 주차장,0.0,서울 성동구 금호로 86,
하이파킹 옥수리버젠상가점 주차장,0.0,서울 성동구 독서당로 223,
나이스파크 금호벽산하이피아상가 본관 주차장,0.0,서울 성동구 금호로 102,
힐스타운 주차장,0.0,서울 성동구 매봉길 48,
신창비바패밀리오피스텔 주차장,0.0,서울 성동구 천호대로 400,
나이스파크 신금호파크자이상가 주차장,0.0,서울 성동구 금호로 173,
아주디지털타워 주차장,0.0,서울 성동구 아차산로5길 7,
평화주차장,0.0,서울 성동구 자동차시장1길 89,
서희스타힐스리버파크 주차장,0.0,서울 성동구 가람길 287,
J동BIZ상가오피스오피스텔 전용주차장,0.0,서울 성동구 왕십리로 410,
도미,0.0,서울 성동구 금호산2길 36,02-2252-3008
뉴타운오피스텔 주차장,0.0,서울 성동구 뚝섬로3길 17,
옥수경보이리스힐 주차장,0.0,서울 성동구 독서당로 184,
시큐어파킹 장한평 힐데스하임 주차장,0.0,서울 성동구 천호대로 416,
아이에스비즈타워 주차장,0.0,서울 성동구 성수이로 147,
영보빌딩 주차장,0.0,서울 성동구 천호대로 296,
베코사진관 주차장,0.0,서울 성동구 왕십리로 410 상가I동 지하1층 130호,
비즈웰오피스텔 주차장,0.0,서울 성동구 뚝섬로3길 16,
경희빌딩 주차장,0.0,서울 성동구 왕십리로 225,
거주자우선주차장,0.0,서울 성동구 행당동 168-151,
나이스파크 금호벽산하이피아상가 별관 주차장,0.0,서울 성동구 금호로 102,
청우빌딩 주차장,0.0,서울 성동구 왕십리로 235,
진보민영주차장,0.0,서울 성동구 성수동2가 553,
광명기업,0.0,서울 성동구 아차산로 92,02-490-9602
주차장,0.0,서울 성동구 홍익동 594,
나이스파크 금호벽산하이피아상가 신관 주차장,0.0,서울 성동구 금호로 102,
